IDCLI,CODBAI,NOMEBAI,CODCID,NOMECID,CODUF,UF,PESOBRUTO,DEVOLUCAO,RECENCIA,FREQUENCIA,MONETARY
276,18739,JOAO TOMAZ,1959,IRUPI,16,ES,1539,"R$ 430,85",414,57,"R$ 17.451,82"
277,1,CENTRO,1931,DORES DO RIO PRETO,16,ES,4162,"R$ 284,20",1568,28,"R$ 7.087,68"
278,185,SANTO AGOSTINHO,1913,CASTELO,16,ES,4191,"R$ 715,08",134,113,"R$ 42.527,44"
279,1,CENTRO,2000,MIMOSO DO SUL,16,ES,9922,"R$ 0,00",1009,50,"R$ 22.411,42"
280,170,GLORIA,2107,VILA VELHA,16,ES,738,"R$ 0,00",744,39,"R$ 4.678,27"
282,1558,BOA VISTA II,2091,SERRA,16,ES,4286,"R$ 8,42",20,146,"R$ 34.514,03"
283,5464,QUILOMBO,1977,IUNA,16,ES,126175,"R$ 4.977,21",5,668,"R$ 274.704,14"
284,45,NOVO HORIZONTE,2091,SERRA,16,ES,1033,"R$ 0,00",1664,9,"R$ 5.112,75"
285,1,CENTRO,2000,MIMOSO DO SUL,16,ES,30370,"R$ 237,78",21,311,"R$ 98.476,76"
287,1255,ITAQUARI,1912,CARIACICA,16,ES,175628,"R$ 913,02",35,357,"R$ 223.311,51"
288,1464,CARAPINA,2091,SERRA,16,ES,33677,"R$ 1.297,86",35,239,"R$ 45.991,34"
289,18731,TARCISIO MIRANDA ,6990,CAMPOS DOS GOYTACAZES,7,RJ,2045,"R$ 0,00",112,54,"R$ 25.102,81"
291,1244,NOVO BRASIL,1912,CARIACICA,16,ES,53,"R$ 0,00",1864,2,"R$ 515,96"
292,1189,AGOSTINHO SIMONATO,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,15652,"R$ 0,00",250,49,"R$ 99.466,53"
293,1611,TAQUARA II,2091,SERRA,16,ES,7040,"R$ 42,99",16,169,"R$ 32.022,73"
294,1,CENTRO,1985,JOAO NEIVA,16,ES,2431,"R$ 0,00",1407,35,"R$ 24.343,00"
296,1,CENTRO,2101,VIANA,16,ES,182,"R$ 0,00",876,9,"R$ 1.646,04"
297,1632,DIVINO ESPIRITO STO ,2107,VILA VELHA,16,ES,2036,"R$ 0,00",1143,51,"R$ 8.008,66"
298,1652,NOVA ITAPARICA,2107,VILA VELHA,16,ES,1048,"R$ 0,00",883,6,"R$ 1.047,26"
300,8925,ITAOCA,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,145,"R$ 0,00",1167,6,"R$ 1.306,32"
301,159,CIDADE NOVA,1994,MARATAIZES,16,ES,2872,"R$ 0,00",475,125,"R$ 25.775,77"
302,28,FLORESTA,1949,IBATIBA,16,ES,18912,"R$ 0,00",1048,132,"R$ 58.315,60"
303,0,< SEM  BAIRRO >,2081,SAO JOSE DO CALCADO,16,ES,6782,"R$ 0,00",1650,31,"R$ 17.192,06"
306,170,GLORIA,2107,VILA VELHA,16,ES,482,"R$ 0,00",261,130,"R$ 1.633,23"
307,170,GLORIA,2107,VILA VELHA,16,ES,524,"R$ 48,12",1035,84,"R$ 957,84"
309,18617,FILOMENA,2011,NOVA VENECIA,16,ES,673,"R$ 0,00",1603,39,"R$ 1.171,70"
310,5853,SOUZA,2758,ALVINOPOLIS,2,MG,362,"R$ 0,00",1898,2,"R$ 2.068,20"
312,798,JARDIM AMERICA,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,123,"R$ 0,00",106,99,"R$ 664,63"
313,557,CAMPO GRANDE,1912,CARIACICA,16,ES,6523,"R$ 720,48",418,337,"R$ 49.787,48"
315,208,SAO JOSE,1991,LINHARES,16,ES,657,"R$ 0,00",1107,103,"R$ 1.412,00"
316,1724,ITARARE,2111,VITORIA,16,ES,2,"R$ 0,00",1674,65,"R$ 30,24"
317,1579,ESTANCIA MONAZITICA,2091,SERRA,16,ES,570,"R$ 0,00",649,107,"R$ 2.123,74"
323,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,6446,"R$ 0,00",211,131,"R$ 53.910,41"
324,1,CENTRO,1945,GUACUI,16,ES,26520,"R$ 862,86",107,67,"R$ 29.029,96"
325,752,BARRO BRANCO,2091,SERRA,16,ES,5613,"R$ 76,68",350,73,"R$ 14.323,82"
326,1675,BARRAMARES,2107,VILA VELHA,16,ES,681,"R$ 0,00",476,43,"R$ 6.323,78"
327,18784,JACIGUA ,2098,VARGEM ALTA,16,ES,45291,"R$ 2.227,88",13,449,"R$ 155.752,08"
328,18801,PRAIA DE ITAOCA,1970,ITAPEMIRIM,16,ES,381,"R$ 0,00",831,7,"R$ 1.451,60"
329,1,CENTRO,1945,GUACUI,16,ES,24539,"R$ 658,46",35,62,"R$ 16.516,26"
330,1228,SAO VICENTE,1864,AFONSO CLAUDIO,16,ES,16323,"R$ 0,00",1050,48,"R$ 17.317,08"
331,1,CENTRO,2011,NOVA VENECIA,16,ES,5304,"R$ 0,00",35,15,"R$ 4.210,29"
332,18852,ILHA DO COCO,1955,ICONHA,16,ES,1685,"R$ 0,00",119,87,"R$ 15.786,54"
333,1,CENTRO,2081,SAO JOSE DO CALCADO,16,ES,10761,"R$ 0,00",56,132,"R$ 58.732,06"
334,18651,DISTRITO SAO JOSE DE FRUTEIRAS,2098,VARGEM ALTA,16,ES,29925,"R$ 319,58",13,327,"R$ 110.438,84"
336,1432,SHELL,1991,LINHARES,16,ES,38976,"R$ 7.414,25",15,602,"R$ 303.135,76"
337,1,CENTRO,1929,DOMINGOS MARTINS,16,ES,2182,"R$ 0,00",43,59,"R$ 10.917,67"
339,470,NSA SRA DA PENHA,2107,VILA VELHA,16,ES,4840,"R$ 0,00",5,126,"R$ 39.588,70"
341,1196,SANTA CECILIA,2111,VITORIA,16,ES,658,"R$ 0,00",86,29,"R$ 9.209,32"
342,1,CENTRO,1869,ALEGRE,16,ES,982,"R$ 0,00",78,50,"R$ 10.579,84"
343,18730,DA GRAMA,1864,AFONSO CLAUDIO,16,ES,5508,"R$ 1.742,65",1643,27,"R$ 13.478,85"
344,1,CENTRO,1993,MANTENOPOLIS,16,ES,125490,"R$ 1.766,57",9,675,"R$ 314.837,32"
346,18736,VILA DA MATA ,2100,VENDA NOVA IMIGRANTE,16,ES,108643,"R$ 4.766,69",9,847,"R$ 530.365,79"
347,1459,GURIRI NORTE,2083,SAO MATEUS,16,ES,4062,"R$ 0,00",26,133,"R$ 26.442,88"
348,1519,LARANJEIRAS VELHA,2091,SERRA,16,ES,2016,"R$ 0,00",1461,6,"R$ 1.005,00"
349,1394,MUQUICABA,1947,GUARAPARI,16,ES,5119,"R$ 0,00",1206,153,"R$ 40.448,98"
351,1,CENTRO,2088,SAO ROQUE DO CANAA,16,ES,8559,"R$ 1.008,18",656,103,"R$ 21.034,10"
353,1490,NESTOR GOMES,2083,SAO MATEUS,16,ES,4217,"R$ 1.428,48",154,52,"R$ 20.650,25"
354,18694,WANDA MARIA,1994,MARATAIZES,16,ES,7121,"R$ 133,92",37,190,"R$ 85.288,85"
358,9717,UNIVERSAL,2101,VIANA,16,ES,56507,"R$ 279,46",1134,243,"R$ 79.462,29"
359,18627,SEDE,1929,DOMINGOS MARTINS,16,ES,1550,"R$ 0,00",28,60,"R$ 13.508,57"
361,1,CENTRO,7058,ITAOCARA,7,RJ,19751,"R$ 4.926,32",35,114,"R$ 180.467,21"
363,1,CENTRO,1929,DOMINGOS MARTINS,16,ES,51373,"R$ 4.270,45",6,405,"R$ 218.832,04"
367,1718,ILHA DE SANTA MARIA,2111,VITORIA,16,ES,465,"R$ 0,00",35,24,"R$ 4.096,70"
368,1671,MORADA DA BARRA,2107,VILA VELHA,16,ES,2572,"R$ 87,80",51,101,"R$ 16.602,57"
370,384,JARDIM ATLANTICO,2091,SERRA,16,ES,57026,"R$ 3.920,57",50,661,"R$ 195.519,51"
371,18794,COMUNIDADE URBANA DE PALMEIRAS,1947,GUARAPARI,16,ES,7578,"R$ 0,00",1350,35,"R$ 9.505,22"
372,1631,JABURUNA,2107,VILA VELHA,16,ES,17616,"R$ 14.292,20",258,90,"R$ 51.022,40"
373,1,CENTRO,831,LAJEDAO,6,BA,5706,"R$ 0,00",1563,11,"R$ 6.167,73"
376,1,CENTRO,998,PRADO,6,BA,889,"R$ 0,00",1856,4,"R$ 5.994,28"
377,319,TRANCOSO,994,PORTO SEGURO,6,BA,104033,"R$ 2.239,52",5,388,"R$ 250.904,03"
378,319,TRANCOSO,994,PORTO SEGURO,6,BA,184,"R$ 0,00",1884,2,"R$ 829,10"
380,1626,PRAIA DE ITAPARICA,2107,VILA VELHA,16,ES,121,"R$ 0,00",1920,2,"R$ 378,00"
382,1632,DIVINO ESPIRITO STO ,2107,VILA VELHA,16,ES,7617,"R$ 580,37",383,169,"R$ 63.442,99"
383,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,21584,"R$ 505,32",5,321,"R$ 196.760,59"
384,653,CASTELINHO,2098,VARGEM ALTA,16,ES,74924,"R$ 5.520,93",7,409,"R$ 187.115,95"
385,18771,CAXIAS DO SUL,2101,VIANA,16,ES,9079,"R$ 0,00",547,147,"R$ 56.802,98"
387,1510,FEU ROSA,2091,SERRA,16,ES,232433,"R$ 23.575,61",1,3209,"R$ 1.452.372,76"
388,18845,LOT RESID MARACANA  ,1912,CARIACICA,16,ES,6892,"R$ 2.062,37",14,143,"R$ 72.571,66"
390,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,33,"R$ 0,00",1867,2,"R$ 274,56"
392,1533,DAS LARANJEIRAS,2091,SERRA,16,ES,965,"R$ 0,00",112,60,"R$ 10.329,65"
394,182,SANTO ANTONIO,2111,VITORIA,16,ES,18402,"R$ 3.353,60",99,155,"R$ 44.030,73"
395,470,NSA SRA DA PENHA,2107,VILA VELHA,16,ES,58005,"R$ 813,30",8,437,"R$ 579.238,76"
396,352,SANTA MONICA,2107,VILA VELHA,16,ES,359,"R$ 0,00",1266,22,"R$ 2.820,28"
397,1503,CIVIT I,2091,SERRA,16,ES,1484,"R$ 0,00",16,79,"R$ 15.214,31"
398,45,NOVO HORIZONTE,2091,SERRA,16,ES,24335,"R$ 285,36",6,354,"R$ 103.508,24"
399,1464,CARAPINA,2091,SERRA,16,ES,9833,"R$ 4.063,59",393,184,"R$ 90.804,63"
401,1697,MATA DA PRAIA,2111,VITORIA,16,ES,3160,"R$ 0,00",140,42,"R$ 5.513,71"
402,1,CENTRO,1982,JAGUARE,16,ES,4679,"R$ 3.722,85",70,91,"R$ 43.368,50"
403,1435,INTERLAGOS,1991,LINHARES,16,ES,53962,"R$ 346,87",6,219,"R$ 131.603,03"
404,1,CENTRO,2007,MUNIZ FREIRE,16,ES,2699,"R$ 0,00",797,20,"R$ 5.572,28"
405,1618,CRISTOVAO COLOMBO,2107,VILA VELHA,16,ES,449,"R$ 0,00",6,86,"R$ 4.156,43"
406,1626,PRAIA DE ITAPARICA,2107,VILA VELHA,16,ES,834,"R$ 0,00",97,25,"R$ 7.857,72"
407,1343,CARLOS GERMANO NAUMANN,1915,COLATINA,16,ES,32208,"R$ 94,00",35,107,"R$ 34.397,05"
409,18726,OSEIAS ,1937,FUNDAO,16,ES,4254,"R$ 0,00",982,120,"R$ 32.870,33"
411,1585,CASTELANDIA,2091,SERRA,16,ES,52213,"R$ 0,00",63,262,"R$ 81.824,52"
413,1563,CIVIT II,2091,SERRA,16,ES,15898,"R$ 426,32",29,578,"R$ 158.992,56"
414,1198,CENTRAL PARQUE,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,1829,"R$ 0,00",49,42,"R$ 16.790,93"
415,1537,NOVA CARAPINA I,2091,SERRA,16,ES,4351,"R$ 0,00",8,192,"R$ 34.995,28"
418,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,68,"R$ 0,00",1743,3,"R$ 631,20"
420,18740,CUMURUXATIBA,998,PRADO,6,BA,30775,"R$ 0,00",61,127,"R$ 48.255,10"
421,1,CENTRO,998,PRADO,6,BA,177473,"R$ 36,99",43,522,"R$ 230.072,66"
422,1394,MUQUICABA,1947,GUARAPARI,16,ES,8198,"R$ 0,00",19,183,"R$ 70.140,89"
425,18622,SAO ROQUINHO,2088,SAO ROQUE DO CANAA,16,ES,94727,"R$ 3.425,10",5,932,"R$ 273.674,09"
426,1665,BAL PONTA DA FRUTA,2107,VILA VELHA,16,ES,1325,"R$ 0,00",36,69,"R$ 16.997,25"
429,1509,DIVINOPOLIS,2091,SERRA,16,ES,618,"R$ 0,00",1146,71,"R$ 3.708,15"
430,18634,PIACU,2007,MUNIZ FREIRE,16,ES,83436,"R$ 0,00",6,345,"R$ 116.507,84"
431,1535,REIS MAGOS,2091,SERRA,16,ES,2011,"R$ 416,28",1751,61,"R$ 17.983,78"
432,18704,IRMAOS FERNANDES,1905,BARRA SAO FRANCISCO,16,ES,44762,"R$ 0,00",6,227,"R$ 117.519,86"
433,1523,PQ RESL LARANJEIRAS,2091,SERRA,16,ES,59564,"R$ 0,00",1535,76,"R$ 40.668,30"
437,1,CENTRO,753,ITAMARAJU,6,BA,278098,"R$ 574,76",5,945,"R$ 333.222,53"
439,1344,SAO SILVANO,1915,COLATINA,16,ES,34164,"R$ 0,00",9,169,"R$ 70.970,23"
440,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,110341,"R$ 18.566,14",6,1549,"R$ 864.087,26"
441,18739,JOAO TOMAZ,1959,IRUPI,16,ES,104952,"R$ 224,80",5,352,"R$ 226.015,35"
442,1,CENTRO,1949,IBATIBA,16,ES,427339,"R$ 1.007,80",1,575,"R$ 579.585,50"
443,884,INDUSTRIAL,732,ITABELA,6,BA,9038,"R$ 1.810,75",5,141,"R$ 50.862,36"
445,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,655,"R$ 0,00",391,15,"R$ 5.489,45"
446,1439,CANIVETE,1991,LINHARES,16,ES,23923,"R$ 0,00",55,142,"R$ 47.150,62"
448,1,CENTRO,1933,ECOPORANGA,16,ES,3931,"R$ 606,96",9,113,"R$ 27.390,85"
449,1187,CORONEL BORGES,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,202403,"R$ 1.308,56",56,378,"R$ 328.546,37"
450,1,CENTRO,1993,MANTENOPOLIS,16,ES,66569,"R$ 233,39",5,210,"R$ 139.050,69"
451,1344,SAO SILVANO,1915,COLATINA,16,ES,1994,"R$ 0,00",1546,33,"R$ 14.748,56"
452,1,CENTRO,1874,ALTO RIO NOVO,16,ES,107448,"R$ 108,07",35,445,"R$ 203.676,12"
454,1727,NAZARETH,2111,VITORIA,16,ES,2703,"R$ 784,80",37,110,"R$ 21.178,07"
456,18840,CAJARANA,397,ALCOBACA,6,BA,4492,"R$ 1.261,76",1633,33,"R$ 16.616,85"
457,1563,CIVIT II,2091,SERRA,16,ES,2978,"R$ 113,97",1107,134,"R$ 30.692,64"
459,1724,ITARARE,2111,VITORIA,16,ES,7123,"R$ 415,68",394,206,"R$ 60.319,16"
460,1717,REPUBLICA,2111,VITORIA,16,ES,1673,"R$ 927,75",27,121,"R$ 23.571,22"
461,39,BELA VISTA,1882,ARACRUZ,16,ES,415,"R$ 0,00",1847,3,"R$ 1.088,60"
462,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,85546,"R$ 7.825,14",693,1561,"R$ 399.078,02"
463,1563,CIVIT II,2091,SERRA,16,ES,4140,"R$ 0,00",883,177,"R$ 29.897,82"
464,1410,ITAPEBUSSU,1947,GUARAPARI,16,ES,2381,"R$ 0,00",314,13,"R$ 9.266,89"
466,1588,NOVA ZELANDIA,2091,SERRA,16,ES,5633,"R$ 0,00",47,75,"R$ 28.599,43"
467,18629,CONJUNTO PARREIRAL,2091,SERRA,16,ES,226,"R$ 0,00",1058,6,"R$ 1.414,50"
469,182,SANTO ANTONIO,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,466228,"R$ 18.122,18",1,962,"R$ 858.695,32"
470,1344,SAO SILVANO,1915,COLATINA,16,ES,41392,"R$ 0,00",41,395,"R$ 106.523,98"
471,369,AEROPORTO,1947,GUARAPARI,16,ES,49182,"R$ 9.113,13",93,333,"R$ 221.671,96"
472,13346,ITAPARICA,2107,VILA VELHA,16,ES,15972,"R$ 119,37",51,167,"R$ 130.319,30"
473,1394,MUQUICABA,1947,GUARAPARI,16,ES,56471,"R$ 1.864,19",5,345,"R$ 178.444,76"
474,19093,N.S. DA PENHA,2107,VILA VELHA,16,ES,1390,"R$ 0,00",44,66,"R$ 13.369,15"
475,18630,NOSSA SENHORA DA PENHA,2107,VILA VELHA,16,ES,6376,"R$ 1.659,94",14,231,"R$ 78.428,14"
476,1578,VILA NOVA DE COLARES,2091,SERRA,16,ES,1171,"R$ 0,00",9,65,"R$ 9.399,76"
477,1639,COBILANDIA,2107,VILA VELHA,16,ES,5256,"R$ 199,92",96,199,"R$ 53.017,26"
478,1252,VILA CAPIXABA,1912,CARIACICA,16,ES,1787,"R$ 1.853,04",35,48,"R$ 12.891,52"
479,1,CENTRO,1905,BARRA SAO FRANCISCO,16,ES,79,"R$ 0,00",1853,2,"R$ 888,88"
480,1624,PRAIA DA COSTA,2107,VILA VELHA,16,ES,325,"R$ 0,00",1212,7,"R$ 735,84"
481,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,262163,"R$ 16.086,33",5,2241,"R$ 2.340.967,27"
484,1651,DARLY SANTOS,2107,VILA VELHA,16,ES,35095,"R$ 139,32",29,248,"R$ 312.289,82"
485,1690,JARDIM CAMBURI,2111,VITORIA,16,ES,8734,"R$ 0,00",132,152,"R$ 77.437,63"
486,273,VILA RICA,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,36507,"R$ 123,39",119,142,"R$ 51.146,67"
487,1191,LUIZ TINOCO FONSECA,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,234,"R$ 527,60",1461,6,"R$ 1.506,92"
488,1639,COBILANDIA,2107,VILA VELHA,16,ES,15139,"R$ 773,96",7,421,"R$ 72.386,60"
489,18632,MORADA DE CAMPO GRANDE,1912,CARIACICA,16,ES,36103,"R$ 273,04",22,353,"R$ 68.498,94"
490,1700,GURIGICA,2111,VITORIA,16,ES,1811,"R$ 41,60",441,74,"R$ 9.223,50"
491,1718,ILHA DE SANTA MARIA,2111,VITORIA,16,ES,895,"R$ 0,00",1553,23,"R$ 7.484,84"
492,1724,ITARARE,2111,VITORIA,16,ES,15443,"R$ 326,63",586,104,"R$ 28.118,91"
493,557,CAMPO GRANDE,1912,CARIACICA,16,ES,646,"R$ 0,00",1576,27,"R$ 5.706,68"
495,1630,SOTECO,2107,VILA VELHA,16,ES,12431,"R$ 0,00",65,48,"R$ 13.725,91"
496,1700,GURIGICA,2111,VITORIA,16,ES,74,"R$ 0,00",1813,4,"R$ 679,68"
498,159,CIDADE NOVA,7059,ITAPERUNA,7,RJ,63053,"R$ 5.109,19",8,836,"R$ 607.900,64"
499,1658,SANTA MONICA POPULAR,2107,VILA VELHA,16,ES,18125,"R$ 471,56",295,265,"R$ 52.792,72"
503,1563,CIVIT II,2091,SERRA,16,ES,137,"R$ 0,00",1701,25,"R$ 1.011,99"
504,1588,NOVA ZELANDIA,2091,SERRA,16,ES,46,"R$ 0,00",675,6,"R$ 80,98"
505,557,CAMPO GRANDE,1912,CARIACICA,16,ES,3820,"R$ 320,62",128,49,"R$ 41.521,67"
506,1,CENTRO,994,PORTO SEGURO,6,BA,153647,"R$ 43,14",370,262,"R$ 105.692,66"
507,1,CENTRO,630,EUNAPOLIS,6,BA,1772,"R$ 0,00",1526,20,"R$ 7.093,67"
508,1392,SETIBA,1947,GUARAPARI,16,ES,24589,"R$ 0,00",21,255,"R$ 95.344,18"
510,1,CENTRO,2008,MUQUI,16,ES,152840,"R$ 1.068,02",5,672,"R$ 285.931,15"
512,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,3030,"R$ 0,00",799,79,"R$ 34.240,53"
513,1,CENTRO,1949,IBATIBA,16,ES,6183,"R$ 0,00",1202,31,"R$ 13.628,98"
514,1,CENTRO,1945,GUACUI,16,ES,178733,"R$ 0,00",5,449,"R$ 260.150,35"
515,1,CENTRO,2101,VIANA,16,ES,22041,"R$ 1.129,84",103,117,"R$ 49.465,06"
517,18692,PONTA DOS CASTELHANO,1876,ANCHIETA,16,ES,56627,"R$ 0,00",107,394,"R$ 140.642,31"
518,1535,REIS MAGOS,2091,SERRA,16,ES,32678,"R$ 3.209,02",5,608,"R$ 290.271,88"
519,45,NOVO HORIZONTE,2091,SERRA,16,ES,10385,"R$ 626,06",6,334,"R$ 88.598,06"
520,1639,COBILANDIA,2107,VILA VELHA,16,ES,137783,"R$ 238,86",6,428,"R$ 1.386.709,21"
523,1578,VILA NOVA DE COLARES,2091,SERRA,16,ES,346686,"R$ 1.622,04",9,1327,"R$ 537.949,35"
525,1633,JARDIM MARILANDIA,2107,VILA VELHA,16,ES,2002,"R$ 0,00",590,36,"R$ 14.714,85"
527,170,GLORIA,2107,VILA VELHA,16,ES,25,"R$ 0,00",658,3,"R$ 129,71"
528,1523,PQ RESL LARANJEIRAS,2091,SERRA,16,ES,16767,"R$ 839,20",1451,79,"R$ 17.881,23"
529,194,SAO GERALDO,2091,SERRA,16,ES,7677,"R$ 0,00",6,245,"R$ 119.434,67"
530,1398,PORTAL DE GUARAPARI,1947,GUARAPARI,16,ES,6657,"R$ 0,00",42,77,"R$ 73.427,28"
531,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,198,"R$ 0,00",1048,8,"R$ 2.121,96"
533,1622,VALE ENCANTADO,2107,VILA VELHA,16,ES,24,"R$ 0,00",1644,4,"R$ 116,70"
534,18645,JACARAIPE,2091,SERRA,16,ES,10103,"R$ 353,97",27,340,"R$ 83.651,03"
535,1626,PRAIA DE ITAPARICA,2107,VILA VELHA,16,ES,220,"R$ 0,00",1267,6,"R$ 1.966,08"
536,1618,CRISTOVAO COLOMBO,2107,VILA VELHA,16,ES,32916,"R$ 233,54",5,340,"R$ 87.009,69"
537,1618,CRISTOVAO COLOMBO,2107,VILA VELHA,16,ES,297,"R$ 0,00",1447,12,"R$ 1.361,48"
539,0,< SEM  BAIRRO >,2100,VENDA NOVA IMIGRANTE,16,ES,886,"R$ 0,00",1750,6,"R$ 1.195,28"
540,18928,BAIRRO DAS FLORES,2091,SERRA,16,ES,91,"R$ 0,00",1121,6,"R$ 528,66"
